Labour/sq.yard,Pressure ,cost,Load bearing capacity,Quantity,Efficiency
4,37,286,103,40,51.688
11,89,241,58,28,46.527
3,29,320,110,27,53.467000000000006
4,21,306,90,47,50.995000000000005
12,31,240,52,22,38.294000000000004
4,27,319,87,45,52.376
3,33,170,72,16,32.532
15,47,508,45,48,69.672
5,76,401,74,26,62.481
12,26,202,79,44,40.004
15,32,354,74,40,55.196000000000005
15,23,586,12,18,66.906
10,46,224,130,14,47.426
14,85,559,42,40,77.799
9,43,566,12,32,68.332
4,95,103,128,16,40.327
4,85,325,59,27,53.928000000000004
11,58,550,51,15,71.683
11,63,345,18,20,47.86300000000001
4,62,351,25,43,51.37
12,130,492,102,40,83.87200000000001
8,52,130,62,41,32.821
4,113,75,106,11,36.132
10,42,155,69,24,33.253
13,77,165,102,22,42.645
5,112,468,115,25,78.63499999999999
6,95,200,62,45,45.175000000000004
4,49,123,53,40,30.116999999999997
10,67,359,93,12,58.449
4,76,73,48,32,26.597
11,118,59,47,45,32.102
9,78,186,77,46,44.128
15,21,427,23,16,51.807
6,110,481,30,24,68.637
12,72,268,24,27,42.833
4,62,457,62,22,64.387
12,76,225,30,40,41.281
5,69,160,39,45,35.038999999999994
9,26,114,127,11,33.159
7,126,453,127,14,79.175
11,93,413,11,48,60.632999999999996
3,23,222,31,39,34.031
9,16,393,121,28,61.421
10,27,339,14,48,45.803
4,98,579,84,36,85.41100000000002
7,107,311,100,37,61.856
3,26,262,33,32,37.846000000000004
14,63,490,77,16,69.97200000000001
8,44,241,80,45,45.919999999999995
4,37,290,15,36,40.176
10,34,238,101,24,44.868
12,31,272,74,44,47.004
7,34,384,128,34,64.04400000000001
8,56,476,23,12,59.71
3,52,507,63,26,68.79299999999999
11,120,362,71,31,64.39100000000002
9,99,357,67,15,58.846
7,124,268,84,21,55.501000000000005
9,52,338,34,37,49.803000000000004
3,18,188,62,34,33.452
12,46,538,68,12,71.022
12,77,232,72,40,47.564
14,17,263,80,35,44.36
4,130,584,31,26,81.548
10,65,134,107,37,40.287
11,62,442,72,47,67.777
5,60,340,73,25,54.215
15,62,412,54,41,62.053000000000004
11,93,460,34,23,65.395
10,130,90,59,33,36.667
3,71,406,32,15,55.456999999999994
6,59,420,128,15,68.229
8,46,490,86,46,72.2
7,47,363,14,19,46.82600000000001
6,99,309,110,35,61.698
8,14,376,124,25,59.415
4,63,258,31,46,43.230000000000004
14,110,168,38,15,37.712999999999994
6,48,442,67,25,62.435
4,10,176,94,17,33.539
8,113,207,85,39,50.425999999999995
6,34,252,72,20,41.676
4,64,506,33,31,66.869
4,82,450,130,29,75.673
6,63,197,122,20,45.98500000000001
14,42,297,122,50,57.93900000000001
12,121,552,40,14,77.73400000000001
14,99,270,86,47,56.787000000000006
9,117,141,75,16,40.277
5,96,76,123,37,39.655
15,128,540,121,14,88.134
6,80,76,99,33,34.293000000000006
5,42,242,70,42,43.861999999999995
8,53,246,76,17,43.617000000000004
4,20,236,121,13,43.793
6,117,477,109,40,81.21900000000001
5,43,426,21,32,55.002
13,72,508,92,12,74.21799999999999
13,93,382,106,25,67.29499999999999
3,37,527,33,27,65.292
4,33,350,109,29,57.159000000000006
13,53,580,104,28,82.75
15,44,214,66,26,39.742000000000004
15,65,298,126,43,60.48499999999999
4,12,450,106,43,66.099
15,74,205,91,23,45.206
9,94,533,23,13,70.084
15,122,430,29,30,66.272
8,11,593,43,48,73.191
3,65,171,66,44,38.897
5,92,463,81,17,70.438
9,25,145,86,26,32.629
5,66,359,103,24,60.611000000000004
3,25,279,54,49,44.2
9,107,228,58,25,46.765
11,37,493,55,35,66.39
3,15,533,20,46,63.917
15,26,482,111,14,69.144
8,41,582,55,33,75.33500000000001
10,60,141,105,24,38.607
6,28,72,127,42,32.568
9,101,197,21,40,39.913
15,97,402,22,15,57.849000000000004
14,121,553,32,40,80.069
4,96,554,72,15,78.595
10,109,115,104,38,43.201
10,41,354,57,43,53.937000000000005
5,124,445,84,14,72.365
5,35,275,32,19,38.70600000000001
9,120,242,63,43,52.47899999999999
9,77,160,111,19,42.593
7,104,321,40,30,53.885000000000005
14,56,570,61,31,76.945
11,89,468,69,48,73.26400000000001
13,27,220,113,37,45.615
7,48,229,18,34,35.713
7,50,429,55,28,60.241
5,80,567,100,36,84.281
6,52,237,17,48,38.431
5,113,472,31,46,70.73400000000001
8,80,397,94,32,66.125
6,92,284,98,19,54.897000000000006
9,23,237,94,45,44.99
4,48,545,61,34,72.94900000000001
7,93,116,112,35,41.859
11,93,566,92,23,83.64099999999999
5,112,270,94,49,58.763000000000005
14,70,264,87,14,49.02
14,105,295,42,22,51.313
13,118,337,129,45,71.02
10,15,299,79,39,47.74999999999999
12,32,148,117,24,37.806000000000004
4,20,392,79,27,55.755
5,98,401,70,16,63.32300000000001
6,118,367,42,12,58.183
15,94,165,66,16,39.403000000000006
14,68,92,36,15,24.905
12,73,268,115,35,55.731
10,115,557,38,32,79.245
15,53,535,62,34,73.63900000000001
12,123,530,46,35,79.02300000000001
11,36,516,86,49,74.29300000000002
14,58,504,23,26,64.976
10,36,514,48,13,64.777
10,94,101,49,50,34.325
3,13,115,18,45,21.088
3,31,592,28,29,70.749
4,105,240,77,30,50.36
15,123,329,89,24,63.273
7,114,428,34,50,67.452
8,113,433,130,25,77.436
12,55,295,11,32,42.493
8,17,511,119,38,74.29500000000002
10,107,333,35,36,55.779
7,86,380,32,35,57.311
13,87,510,130,50,85.62200000000001
14,101,429,25,33,63.482
13,116,397,10,46,61.497
8,125,391,13,50,62.351
6,65,57,12,27,18.61
11,74,224,93,37,48.690999999999995
9,47,132,15,50,27.494
12,55,505,98,40,75.965
13,51,372,45,28,53.84
11,71,498,15,38,65.99600000000001
11,111,456,18,12,63.69
4,67,200,91,12,41.589999999999996
15,26,190,64,23,34.613
5,125,574,13,47,80.20700000000001
11,111,107,115,39,44.264
9,53,251,10,12,35.037
7,118,134,85,45,44.257
10,69,487,26,12,62.89900000000001
15,21,268,101,30,47.554
4,31,220,123,36,46.45
5,122,242,122,22,57.522
9,34,235,68,36,41.61300000000001
10,130,500,15,11,69.739
10,79,411,69,15,62.33
5,69,578,59,34,78.548
10,68,199,91,41,45.596
13,21,465,16,27,55.864000000000004
3,33,582,42,18,70.482
15,100,303,79,44,59.059000000000005
13,65,596,127,32,89.22400000000002
11,126,200,86,24,49.842000000000006
3,56,554,51,40,74.11
7,50,385,107,38,63.74700000000001
8,118,226,54,23,46.99100000000001
5,53,257,21,13,36.831999999999994
10,79,236,67,41,47.489000000000004
14,83,411,69,47,66.962
8,52,502,43,40,67.80400000000002
10,28,390,23,15,48.312999999999995
10,20,300,128,39,54.801
12,14,185,63,23,32.316
6,121,414,125,15,74.425
9,19,76,24,26,16.904000000000003
8,52,90,41,27,24.384999999999998
15,96,593,60,32,83.987
14,108,126,81,15,38.829
6,83,174,37,33,36.479
8,32,76,93,19,26.459
13,73,583,24,24,74.497
7,34,589,22,31,70.612
4,45,520,27,12,63.038
11,38,586,49,42,75.95200000000001
12,13,220,69,14,35.444
11,51,336,97,13,54.998999999999995
8,78,186,60,31,40.043
9,49,161,118,27,41.308
9,127,314,12,44,54.052
4,129,363,41,46,62.791
6,73,187,100,28,44.227
12,112,570,34,18,78.204
9,11,562,32,36,67.292
6,41,111,130,25,36.382000000000005
15,81,388,129,16,68.608
5,104,73,48,43,31.244000000000003
8,36,517,61,32,68.851
7,108,475,57,23,71.28
15,70,359,47,13,53.385999999999996
6,70,276,60,24,47.192
12,47,266,122,28,52.59
5,130,264,42,22,50.272000000000006
6,89,589,47,39,81.10400000000001
12,107,205,104,23,50.454
5,28,191,22,46,31.323
12,29,236,124,26,47.49400000000001
14,67,404,125,43,71.203
9,88,101,118,38,41.080999999999996
3,60,582,31,50,75.992
13,76,62,94,21,30.967000000000002
11,71,378,38,30,55.914
14,95,311,115,14,60.307
5,81,202,67,41,43.836999999999996
4,130,424,126,44,79.88000000000001
4,102,446,67,27,69.161
11,118,147,57,29,40.386
10,109,369,40,12,57.441
3,71,339,34,28,50.49700000000001
7,64,422,40,32,59.684000000000005
11,122,473,22,19,68.036
13,89,87,92,48,37.953
13,49,597,63,36,79.62500000000001
10,50,549,37,44,72.19500000000001
5,108,482,20,40,69.02000000000001
11,125,555,54,11,79.874
5,88,153,54,33,37.058
7,111,532,78,20,79.75800000000001
3,39,222,112,24,44.632000000000005
8,71,290,93,21,52.835
9,94,506,47,47,74.52300000000001
6,68,264,49,17,43.485
15,108,545,124,30,88.613
9,123,98,44,35,34.861000000000004
15,70,548,70,17,75.941
7,57,199,24,24,33.317
4,105,517,103,42,83.14500000000001
15,44,263,66,33,45.524
9,66,250,50,18,42.358000000000004
10,102,235,89,48,53.74900000000001
15,109,381,69,23,64.182
5,99,390,65,19,62.035000000000004
10,26,151,96,34,35.693
14,56,491,49,46,69.191
9,102,126,61,27,36.511
12,56,286,57,19,46.133
11,106,488,98,35,79.47900000000001
12,89,351,31,43,56.002
11,28,63,36,50,21.231
8,103,424,106,30,72.842
12,29,530,83,44,74.00000000000001
14,104,596,122,29,92.831
12,29,495,38,22,61.99700000000001
3,17,153,88,40,33.895
7,25,389,10,50,50.069
7,125,420,44,35,67.435
14,72,191,77,41,43.791999999999994
6,71,458,107,27,72.157
3,99,404,55,44,64.944
10,26,359,54,40,51.955
14,11,56,15,29,13.593
14,41,243,32,20,37.09900000000001
5,27,420,94,19,60.483000000000004
13,63,329,57,50,55.06700000000001
15,66,378,101,45,65.66900000000001
5,59,486,48,42,67.61800000000001
13,37,135,112,14,35.323
9,89,387,50,34,60.767
3,78,178,123,36,47.57
9,59,157,81,20,36.42100000000001
12,50,422,72,11,60.171
10,61,165,69,26,36.705000000000005
3,122,421,70,20,68.42299999999999
6,127,284,113,37,63.049
9,25,486,65,11,62.55500000000001
4,111,341,54,34,58.74300000000001
3,53,208,124,39,48.187000000000005
14,123,462,19,35,68.82500000000002
9,102,166,104,31,46.617
13,54,275,108,40,54.009
9,76,496,63,24,70.768
12,78,376,120,27,66.917
15,78,178,116,41,48.335
15,77,540,70,33,77.84899999999999
5,53,97,25,13,21.192000000000004
4,56,105,122,24,36.17700000000001
14,124,391,97,40,72.50500000000001
10,36,534,122,50,80.82000000000001
9,56,189,50,33,36.822
12,53,84,55,41,27.741
10,24,358,82,15,52.28699999999999
3,16,538,102,26,72.818
4,62,311,98,13,53.25
8,47,275,62,11,43.316
14,82,478,74,11,69.979
12,100,470,40,48,71.06200000000001
12,68,556,85,48,81.88600000000001
7,115,128,106,34,44.724000000000004
4,82,594,58,28,80.73800000000001
6,72,416,95,37,67.661
12,108,559,78,32,84.01500000000001
8,119,551,56,19,79.71600000000001
9,95,534,110,15,81.849
5,105,400,10,35,58.495000000000005
9,117,564,107,18,87.398
15,52,437,43,16,59.01299999999999
4,42,150,98,21,35.621
14,101,347,97,49,66.464
10,22,201,109,25,40.898
7,27,314,48,17,43.739000000000004
3,86,412,57,26,62.362
5,118,136,127,19,46.645
5,98,458,86,33,73.18299999999999
14,116,402,21,28,61.38
12,79,301,69,47,55.208
10,15,219,107,50,44.619
9,97,202,111,39,51.535
6,67,152,19,46,31.608
6,23,286,98,32,48.642
15,59,157,68,31,36.580000000000005
14,128,55,40,14,28.529
8,108,186,61,45,45.319
5,96,591,22,17,76.16
6,19,258,38,13,35.289
5,59,493,58,44,69.86300000000001
5,93,201,42,34,41.045
13,16,508,64,11,63.963
15,33,546,92,12,73.71199999999999
4,105,397,73,11,63.436
14,88,376,119,37,69.31700000000001
12,56,465,77,36,68.83500000000001
7,22,158,59,33,30.737000000000002
3,71,359,80,50,61.114999999999995
5,48,465,36,24,60.519000000000005
6,27,127,87,32,31.616999999999997
3,64,295,82,34,52.195
3,120,229,84,26,51.333000000000006
8,116,258,119,21,58.20300000000001
9,45,577,40,49,75.33800000000001
5,123,584,101,35,90.997
15,64,325,103,17,57.012
12,49,486,129,29,76.071
14,76,176,107,44,46.998
14,46,94,111,18,32.662
8,78,401,87,36,65.86300000000001
9,126,172,82,17,45.480999999999995
9,12,461,44,23,57.22
11,11,126,82,37,30.055
7,129,506,37,34,75.55600000000001
3,116,462,114,16,77.112
6,57,585,17,17,70.46999999999998
4,48,347,11,15,44.190000000000005
13,102,395,119,37,72.77000000000001
4,123,111,22,35,32.864
11,52,128,116,44,40.266
5,109,467,119,17,77.754
15,126,371,22,15,58.082
13,92,176,92,31,45.267
15,56,243,113,45,52.434000000000005
7,95,571,56,37,81.00400000000002
7,121,304,43,34,55.00600000000001
6,87,326,57,23,53.705000000000005
5,46,280,10,20,37.746
14,13,132,69,35,29.235
13,32,600,28,11,70.431
14,82,571,70,17,79.566
6,126,85,31,20,30.151000000000003
10,22,504,55,24,64.362
13,99,202,28,31,40.385
3,121,188,128,40,54.693999999999996
8,22,300,60,29,44.823
15,61,322,119,37,60.821000000000005
15,22,391,13,36,49.367
5,54,124,71,26,31.562
12,45,174,115,46,44.298
4,78,78,114,33,36.033
6,90,244,91,14,49.12
13,63,157,73,31,37.514
10,104,387,92,31,67.69999999999999
9,68,560,55,23,75.14500000000001
13,66,571,22,21,71.85600000000001
15,19,549,46,13,66.53
8,49,487,70,48,70.403
3,108,75,45,36,30.507
8,114,394,53,35,64.793
5,108,543,29,27,74.80399999999999
12,16,121,52,34,25.963
12,93,542,83,46,82.87400000000001
13,37,91,82,26,28.407000000000004
9,62,298,107,36,56.294000000000004
9,118,417,127,27,76.33800000000001
3,44,106,35,19,22.891000000000002
6,113,55,63,18,29.535
5,47,137,63,33,31.856
12,112,272,107,39,60.095000000000006
9,30,136,120,42,38.624
9,53,462,81,25,67.125
5,119,58,63,37,32.705
3,42,234,62,33,40.763
11,104,179,117,34,50.389
14,52,319,20,16,44.015
5,17,362,31,36,47.298
15,33,176,61,16,32.788
8,28,190,24,41,31.157000000000004
3,65,413,114,49,70.174
10,58,427,38,19,57.956
6,97,56,20,38,24.57
15,124,410,84,40,72.82400000000001
11,112,378,75,23,64.647
11,121,401,89,12,68.525
10,11,475,32,16,56.215
11,75,336,54,21,53.14500000000001
7,107,587,120,44,93.165
4,123,499,111,31,83.14599999999999
9,34,302,48,32,45.304
3,112,271,80,29,54.484
9,87,480,18,46,67.19600000000001
7,61,109,64,35,31.2
3,58,576,38,50,76.06400000000001
8,21,392,59,33,54.345000000000006
12,93,60,100,27,34.141
13,37,220,35,47,37.825
13,98,534,26,48,75.56400000000001
4,100,446,95,16,71.25999999999999
15,117,481,16,19,67.844
10,101,592,47,40,83.278
13,108,377,95,19,66.386
3,79,160,82,35,40.419000000000004
8,103,353,51,12,56.379000000000005
14,68,136,82,49,39.375
9,29,205,45,25,33.704
4,15,479,80,35,65.04400000000001
7,43,505,90,21,70.822
8,44,77,98,18,28.483
6,117,329,102,33,64.52799999999999
9,57,456,39,42,63.546
15,102,147,29,50,37.749
9,103,345,92,20,61.943000000000005
14,97,477,99,28,76.89099999999999
10,17,433,111,37,65.438
7,11,352,53,11,45.657
11,57,349,48,41,53.97
7,76,73,68,49,31.490000000000002
6,32,126,117,24,35.044000000000004
5,43,139,97,44,37.323
11,53,592,50,13,74.977
5,45,597,62,40,78.787
15,99,470,72,11,70.973
4,35,327,33,28,45.069
3,74,511,117,31,79.364
9,17,440,93,49,65.14300000000001
7,114,97,107,37,41.964000000000006
4,102,475,23,13,64.70400000000001
7,60,576,87,46,82.55000000000001
4,101,572,40,31,78.73700000000002
10,98,138,14,42,33.024
14,98,329,117,15,62.852
11,13,116,91,39,30.685000000000002
15,72,333,76,40,57.975
4,12,538,12,25,60.62500000000001
12,98,245,21,19,42.184
13,67,217,29,15,36.414
6,60,197,95,11,41.056
10,78,238,45,33,43.763000000000005
9,44,224,74,21,40.657000000000004
14,128,288,124,20,63.696000000000005
3,72,210,130,32,50.54
7,56,376,121,43,65.949
3,119,571,47,39,82.49600000000001
6,14,66,89,48,26.112
13,44,341,78,15,52.64
9,100,252,90,21,52.06100000000001
3,107,441,37,21,64.53200000000001
5,91,402,81,14,63.804
6,11,502,18,22,57.476000000000006
4,10,547,82,11,68.736
8,63,393,99,24,63.44700000000001
8,84,560,111,42,86.45200000000001
13,108,298,81,17,56.349000000000004
11,19,439,33,36,56.107000000000006
10,24,338,67,25,49.507000000000005
13,54,199,107,16,43.346999999999994
13,58,383,86,20,60.141000000000005
3,10,88,59,28,21.32
9,32,501,47,20,63.61300000000001
6,75,278,12,47,44.471000000000004
8,130,568,16,27,78.461
15,99,101,45,42,33.883
4,23,426,74,46,61.14800000000001
13,49,403,36,37,56.64
6,30,527,38,22,64.80499999999999
8,66,203,11,50,36.259
6,67,275,88,11,48.836
7,39,586,62,50,78.35000000000001
12,118,71,117,35,41.314
9,18,219,86,42,41.195
3,22,562,88,26,74.118
5,18,165,20,39,26.444000000000003
12,87,590,93,42,87.85000000000001
10,83,152,39,29,34.401
9,78,162,61,29,37.601000000000006
13,35,423,11,45,54.738
12,11,91,63,37,24.14
13,66,350,66,15,54.541
8,59,193,25,17,32.33
3,46,396,66,17,56.205
12,128,409,127,33,77.674
10,25,326,84,17,49.669
9,125,313,59,26,57.687000000000005
12,120,175,71,43,47.022
15,18,290,59,39,45.039
15,125,149,130,39,52.440000000000005
10,125,452,51,49,73.513
9,38,77,106,34,30.821
11,16,552,90,48,76.01
11,62,416,30,12,55.526
10,21,600,86,24,77.972
7,80,186,56,38,40.498000000000005
12,50,248,91,49,49.589
4,103,165,44,13,36.24
8,22,388,48,40,53.46
14,79,562,62,19,77.507
14,71,426,113,22,69.83
4,28,359,51,36,50.781
6,26,597,118,13,80.74
14,12,221,112,42,44.531
14,109,562,98,25,86.38099999999999
11,71,517,129,34,82.25900000000001
10,39,492,20,46,63.19
4,34,139,100,37,35.746
9,129,128,42,42,39.16
12,29,374,14,33,47.965
10,49,300,11,15,40.099
13,117,413,104,38,74.497
9,58,381,54,41,57.918000000000006
15,17,116,15,26,20.082
4,66,149,27,43,31.692000000000004
3,19,575,81,21,73.578
4,41,193,113,47,44.89200000000001
14,16,468,19,39,57.495
4,70,428,73,40,65.958
15,82,227,100,11,48.098
7,26,428,27,29,53.835
14,109,443,12,20,62.58700000000001
15,64,57,27,22,20.659000000000002
3,57,378,47,40,55.93
12,123,306,109,34,64.47
5,123,412,98,42,74.068
3,92,58,50,16,25.204
6,86,260,93,33,52.793
7,112,593,55,29,84.116
4,28,312,70,21,46.719
13,48,223,36,20,36.321000000000005
3,80,105,119,29,39.076
4,119,423,59,43,69.674
9,70,357,28,15,50.412
3,61,537,120,36,81.467
14,126,199,64,34,48.341
7,103,116,85,44,40.580000000000005
11,121,147,36,21,37.05200000000001
10,14,579,98,33,77.67000000000002
6,106,555,61,39,81.46200000000002
13,53,357,36,14,49.721
13,13,74,53,48,22.754
5,129,572,74,49,88.63700000000001
8,13,474,35,44,59.888
3,34,320,10,19,40.095
9,43,346,48,45,52.339000000000006
14,19,373,28,18,46.919000000000004
8,40,196,34,15,31.361
9,94,400,22,48,60.68600000000001
4,119,419,88,20,70.303
5,76,438,97,45,71.46900000000001
7,48,265,102,13,47.769999999999996
12,91,76,65,49,33.593
5,85,141,16,17,28.654
3,38,141,105,45,37.924
12,10,339,34,17,42.92200000000001
11,102,436,48,44,68.334
12,103,489,67,19,73.388
3,19,314,86,23,48.105000000000004
8,109,203,41,22,41.815000000000005
14,126,313,30,14,53.055
12,95,371,101,22,65.319
10,85,202,108,26,48.29600000000001
9,79,256,60,21,46.129
7,78,93,30,38,27.493000000000002
5,79,504,45,14,68.03399999999999
14,61,331,66,50,56.297
9,108,111,48,45,36.144
11,107,430,48,49,68.903
10,31,326,75,13,48.719
15,56,227,11,29,35.654
12,114,89,28,32,30.741
3,40,574,51,39,74.155
9,102,599,58,48,86.39300000000001
7,58,373,115,39,64.62200000000001
7,19,336,125,19,55.281000000000006
7,14,207,114,44,43.217
4,24,562,63,34,72.142
5,102,70,99,45,37.577
12,10,171,77,41,34.4
8,14,294,105,11,46.997
10,71,460,67,45,69.66100000000002
9,96,203,41,24,40.635
14,83,370,43,33,57.775
10,17,187,60,18,31.701
10,18,132,110,20,33.0
10,110,353,102,39,67.214
11,66,431,74,46,67.27100000000002
14,86,593,100,24,86.985
11,46,115,124,20,36.44100000000001
12,54,165,129,47,46.372
9,49,335,124,19,58.71
3,109,411,117,40,74.39500000000001
11,107,306,15,27,49.47100000000001
11,112,235,85,32,52.57500000000001
5,82,434,52,49,66.387
9,30,583,91,40,79.763
4,15,193,76,42,36.471000000000004
7,18,192,33,18,28.542
3,103,275,24,24,45.969
5,85,498,28,13,65.795
14,26,410,36,12,51.794000000000004
10,11,157,106,27,35.026
7,59,123,75,30,33.217
4,92,190,16,27,35.515
3,20,273,86,32,45.151
13,64,466,34,34,64.126
4,95,579,34,13,75.82600000000001
12,24,394,59,13,52.875
13,44,89,105,45,34.268
4,104,224,23,37,42.441
13,62,552,25,41,72.24300000000001
13,68,356,73,28,57.836000000000006
10,62,69,51,11,23.0
10,18,410,67,23,55.845000000000006
8,84,232,36,27,41.789
4,60,405,86,27,62.618
10,34,150,52,13,28.301
3,68,397,125,31,68.19399999999999
14,127,298,54,39,57.751000000000005
7,64,276,50,46,47.903999999999996
11,27,101,125,11,31.882
12,68,508,53,46,72.64
8,24,376,31,23,48.247
12,38,211,127,40,48.068999999999996
10,78,139,56,32,35.075
12,112,560,107,20,86.922
12,82,595,56,47,83.56000000000002
7,62,528,55,34,72.346
9,75,186,30,13,33.743
13,24,197,75,22,36.219
3,83,587,91,43,86.132
9,35,450,86,26,64.594
10,79,96,60,13,29.107000000000003
4,69,521,100,39,78.626
5,79,95,56,20,28.869
4,69,292,99,33,54.653
11,83,322,110,47,63.033000000000015
10,36,370,75,37,56.599000000000004
7,89,562,29,42,76.48400000000001
12,78,62,129,43,38.276999999999994
15,55,471,128,36,76.22500000000001
13,28,430,105,24,64.354
4,66,185,67,43,40.528
10,91,358,75,41,62.243
15,111,461,42,27,69.46
8,19,263,43,27,38.29
15,51,471,38,43,64.894
10,130,153,34,29,39.304
7,65,379,114,23,64.006
11,56,198,15,30,33.004
4,10,561,18,20,62.901
12,117,424,129,29,77.697
3,80,583,103,23,84.56
9,72,295,129,29,59.178000000000004
13,74,110,98,22,36.222
10,59,199,92,40,44.562999999999995
10,69,516,96,33,77.42700000000002
14,125,531,126,16,87.675
10,15,112,13,40,20.402
6,62,291,95,41,54.352000000000004
10,21,583,129,43,84.10600000000001
10,117,459,30,20,67.111
14,32,386,56,36,55.522000000000006
11,33,498,25,22,60.984
3,123,339,85,11,61.135999999999996
13,68,425,123,36,72.257
3,25,261,37,12,35.769
6,115,104,48,47,36.217
9,17,306,78,22,46.446000000000005
5,123,410,68,29,68.419
3,75,94,70,25,30.539
13,36,146,103,18,35.624
4,40,212,11,18,29.984
5,49,116,50,41,29.229
11,59,424,89,35,66.39300000000001
11,102,229,22,48,44.522999999999996
3,48,184,78,30,38.132
6,83,178,82,21,41.305
13,40,131,63,24,30.087000000000003
11,64,270,100,33,52.611000000000004
9,17,475,28,30,57.967000000000006
3,105,472,65,50,74.522
5,64,581,45,46,77.879
4,87,265,111,15,53.431999999999995
10,61,344,127,15,61.015
9,24,522,60,36,68.4
